"","Depthm","T_degC","Salnty"
"459039",20,23.08,34.591
"138670",100,12.89,34.203
"751165",100,11.75,32.785
"841421",10,14.652,33.4957
"723167",269,8.01,34.012
"711279",228,9.21,33.931
"812739",100,11.02,33.206
"414602",400,6.43,34.21
"74106",10,13.61,33
"676234",268,7.95,34.087
"194697",457,5.76,34.23
"277840",332,7.68,34.25
"25438",800,4.25,34.26
"658452",50,12.14,33.345
"386442",0,13.85,33.38
"283329",0,18.5,33.83
"282208",300,8.04,34.188
"806775",5,15.03,33.474
"191557",126,12.5,33.26
"24457",300,7.25,33.914
"171686",133,10.73,33.55
"127173",185,8.53,33.75
"502414",175,9.14,33.99
"159352",97,9.26,33.93
"310288",500,6.46,34.391
"776218",139,8.31,33.96
"579051",125,9.98,33.714
"162880",100,9.64,33.746
"861258",500,5.948,34.2355
"432635",200,9.99,34.13
"214991",100,14.25,34.33
"310390",481,6.23,34.35
"12481",75,10.58,33.639
"438609",125,10.02,33.66
"357407",0,15.33,33.229
"855689",40,14.518,33.1809
"839016",125,9.454,33.7864
"137869",97,13.46,33.29
"532032",174,11.03,33.549
"786270",170,8.68,33.964
"140763",130,10.11,33.65
"126228",25,13.24,33.24
"218360",20,13.84,33.19
"191362",75,10.79,33.391
"517797",575,6.15,34.352
"223045",75,16.7,33.924
"753912",228,9.07,34.279
"441440",1100,3.76,34.485
"15177",0,21,33.77
"431669",250,7.95,33.633
"781180",70,13.6,33.388
"788916",85,9.1,34.051
"123794",559,6.01,34.36
"272109",75,17.27,33.851
"847489",20,19.39,33.1698
"765704",0,18.34,32.99
"707268",250,8.92,34.258
"625399",30,15.55,33.693
"393631",26,13.3,33.424
"847637",50,12.371,33.1362
"675847",300,6.52,34.022
"16877",23,17.22,32.94
"541897",108,9.73,33.776
"524401",53,14.97,33.026
"202491",30,17.7,33.86
"545479",1,13.99,33.281
"305084",13,15.06,33.4
"596867",150,8.95,33.932
"167931",10,20.17,34.4
"327266",125,11.52,33.874
"508254",65,11.04,33.65
"709854",150,9.52,33.754
"634291",50,11.03,33.716
"463685",617,5.32,34.274
"437606",31,15.92,33.093
"249649",150,9.45,33.636
"687733",170,8.3,34.075
"749302",375,6.98,34.23
"663256",389,6.65,34.163
"616947",125,9.31,33.938
"433943",200,9.8,33.546
"416585",10,13.36,33.08
"601395",20,17.89,33.468
"682497",198,8.5,33.919
"693513",200,8.64,34.051
"598114",40,11.13,33.593
"738438",507,5.97,34.27
"542773",100,9.77,33.7
"491743",225,8.01,34.05
"504543",50,13.93,33.29
"748826",500,6.76,34.296
"698458",20,16.37,33.421
"347557",953,3.91,34.465
"741418",84,12.59,33.318
"499320",225,7.51,34.11
"380277",73,10.96,33.787
"803496",0,12.58,33.323
"400092",425,7.37,34.359
"260143",101,10.79,33.58
"698070",4,16.92,33.112
"597086",11,13.12,33.157
"623546",65,12.92,33.002
"512842",75,11.12,33.741
"636690",20,13.26,33.49
"482411",150,9.42,33.84
"405225",8,18.47,33.516
"786054",65,12.75,33.558
"286439",150,9,33.905
"528351",150,8.75,34.004
"336328",0,16.14,33.939
"274161",114,9.42,33.68
"848277",0,15.141,32.83
"496516",450,6.97,34.38
"552673",122,10.49,33.594
"744718",434,6.02,34.185
"708468",1,16.96,33.396
"767161",100,9.7,33.564
"770705",35,11.4,33.367
"349720",548,5.67,34.258
"708808",500,6.84,34.27
"33262",400,6.24,34.218
"508189",50,11.46,33.55
"509510",150,10.33,33.57
"624457",0,17.57,33.181
"303621",150,13.12,34.638
"844863",100,10.378,33.7271
"635862",516,5.51,34.277
"311681",236,8.6,34.08
"437583",124,9.61,33.869
"605031",20,12.87,33.432
"400493",45,17.4,33.666
"694115",200,8.66,34.04
"727133",15,17.69,33.411
"127003",10,13.8,32.669
"760280",250,7.22,34.013
"692890",30,12.7,33.481
"530260",85,15.31,33.311
"101325",125,10.53,34.102
"809868",444,6.19,34.231
"172339",20,13.9,33.28
"22713",800,4.78,34.479
"598637",10,11.63,33.82
"350532",180,11.24,33.718
"781303",512,5.8,34.208
"819873",40,14.76,33.202
"665226",232,8.78,33.918
"530557",165,8.19,34.053
"265385",250,8.57,34.139
"493458",1048,3.76,34.499
"787685",21,13.82,33.305
"460130",125,9.16,33.53
"844579",0,19.972,33.5563
"633773",72,10.54,33.685
"154778",400,7.9,34.399
"577673",118,8.48,33.807
"301239",589,5.16,34.34
"310148",66,10.86,33.75
"804744",1000,3.83,34.458
"404446",10,17.55,33.45
"355060",200,8.53,34.031
"749366",440,6.54,34.275
"1753",75,15.88,33.86
"765545",59,9.73,33.459
"336358",20,16.31,33.778
"611220",150,9.22,33.822
"598161",71,10.62,33.749
"656676",20,16.43,33.619
"632709",52,16.71,33.224
"809608",70,11.5,33.291
"263677",62,17.06,33.93
"365652",29,11.64,33.61
"721525",50,12.83,33.57
"259972",75,13.66,33.28
"156396",75,9.22,33.76
"286265",30,19.46,34.049
"347414",0,13.56,33.419
"462097",300,8.12,34.25
"329832",137,9.74,33.789
"542091",100,12.29,33.452
"665327",100,10.11,33.702
"591825",1,19,33.55
"119271",250,7.2,33.968
"174523",51,15.24,33.36
"185668",15,16.76,33.4
"51514",9,9.83,33.4
"626427",42,13.57,33.627
"59523",300,7.45,33.944
"518954",104,12.86,33.653
"98957",15,26.74,34.62
"403469",10,17.47,33.41
"608604",200,7.63,33.949
"842262",382,6.685,34.0759
"732237",30,12.47,33.042
"709834",2,16.03,33.459
"784774",0,12.88,33.52
"153698",250,8.23,34.286
"156873",356,7.42,34.1
"449746",250,7.58,34.08
"692092",10,16.57,33.481
"796694",32,15.02,33.426
"470550",300,7.71,34.04
"139058",30,17.82,34.04
"343216",500,6.95,34.422
"531386",164,9.07,33.652
"551486",20,18.73,33.465
"234098",43,20.37,34.29
"595214",1,14.41,33.301
"146697",76,10.6,33.51
"797386",438,6.02,34.16
"359378",95,15.4,33.625
"662758",78,11.79,33.183
"574767",200,9.15,33.877
"351193",427,7.52,34.422
"143347",29,16.96,33.96
"469339",98,13.15,33.775
"739063",250,8.58,34.276
"731283",250,8.29,34.229
"775958",125,9.34,33.602
"162473",50,10.38,33.614
"480354",50,11.67,33.454
"675332",60,17.31,33.14
"655028",300,7.63,34.125
"746152",99,10.1,33.544
"550832",75,11.56,33.467
"580636",30,18.66,33.6
"543014",30,10.06,33.912
"283839",187,8.51,34.08
"555570",258,8.13,34.053
"17665",500,5.03,34.127
"26418",800,4.44,34.334
"23779",900,3.8,34.336
"535772",170,9.8,33.995
"276881",200,9.72,34.323
"231348",107,13.59,33.7
"52485",800,3.97,34.278
"262746",400,7.14,34.29
"767277",513,5.55,34.207
"860445",76,13.372,33.2284
"427135",75,12.17,33.38
"754450",85,11.7,33.126
"368579",133,11.1,33.981
"35563",500,6.01,34.203
"318911",75,10.45,33.772
"158210",31,13.95,33.29
"614870",12,12.32,33.342
"307928",20,15.44,33.44
"327475",251,9.4,34.307
"638178",792,4.92,34.391
"265557",132,9.62,33.5
"685574",69,11.61,33.334
"307020",9,11.69,33.3
"375994",251,8.08,34.231
"721901",378,6.54,34.011
"761692",318,8.9,34.211
"279407",613,5.94,34.36
"466019",10,13.1,33.67
"454955",75,14.01,33.61
"13068",900,4.48,34.443
"471446",600,5.05,34.14
"231320",102,14.22,33.73
"643450",62,10.4,32.879
"391130",69,12.02,33.373
"577423",478,5.94,34.279
"45660",1100,3.66,34.475
"457741",400,6.19,34.092
"86367",10,15.62,33.21
"185987",125,8.92,33.766
"741284",85,12.65,33.264
"477394",400,9.12,34.63
"709526",10,15.7,33.509
"226980",300,11.33,34.815
"635646",250,7.63,34.037
"803498",5,12.59,33.321
"698457",15,16.42,33.42
"601293",20,15.72,33.327
"657581",282,8.99,34.226
"167238",250,8.09,34.02
"113338",600,5.75,34.386
"437940",400,6.58,34.17
"334082",300,6.76,33.951
"2990",0,12.2,33.44
"448526",278,10.15,34.562
"229060",125,8.89,34.026
"598837",161,9.46,33.823
"508018",500,6.2,34.25
"150857",125,10.05,33.314
"263580",10,22.01,33.755
"728690",39,13.88,33.414
"571998",71,10.74,33.533
"539877",572,6.16,34.32
"9105",600,4.83,34.148
"121679",30,15.51,33.259
"316747",93,8.78,33.835
"586475",125,11.68,33.686
"329487",50,13.01,33.463
"532578",35,11.13,33.517
"16465",400,6.25,34.262
"851020",125,9.052,34.0754
"156487",500,6.24,34.315
"26386",700,4.85,34.26
"145119",30,11.83,33.333
"228457",75,14.82,35.039
"229243",30,14.03,33.462
"232253",0,16.32,33.58
"6669",150,7.51,33.737
"774345",400,6.59,34.16
"132054",10,13.32,33.555
"829285",21,13.93,33.614
"420595",500,6.47,34.28
"133958",20,12.98,33.28
"471378",30,22.01,34.93
"321017",200,8.69,33.871
"44254",987,3.78,34.49
"477251",1300,3.72,34.555
"365526",200,8.6,34.053
"57323",250,10.41,34.503
"519281",75,11.23,33.443
"635315",206,8.94,34.097
"590187",20,11.97,33.603
"339053",71,12.8,33.549
"769431",21,14.81,33.106
"762973",100,10.85,33.064
"368334",30,21.28,33.84
"49740",30,16.61,33.558
"740595",0,19.61,33.87
"807636",517,5.85,34.268
"45144",75,9.13,32.827
"93021",125,9.15,33.939
"537191",29,11.3,33.641
"8978",400,5.76,34.089
"516322",0,15.82,33.362
"826663",40,13.17,33.269
"277287",600,5.62,34.339
"258976",28,20.2,33.64
"315655",49,12.84,33.54
"29268",150,12.03,33.619
"726756",2,18.18,33.567
"657469",50,13.19,32.823
"252433",77,17.92,34.06
"196292",700,5.01,34.419
"668224",200,8.7,33.946
"755609",400,6.56,34.12
"849919",231,7.918,33.9968
"80725",30,15.67,33.275
"841093",150,9.386,33.8317
"301024",116,10.5,33.59
"350375",295,8.88,34.31
"287520",481,6.16,34.26
"554860",502,5.75,34.235
"614218",6,10.78,33.548
"863640",125,10.069,33.6162
"591476",52,13.49,33.152
"826473",15,14.05,33.362
"507263",275,7.78,34.09
"379057",232,7.83,34.242
"320771",122,9.14,34.04
"525170",150,13.05,33.466
"607153",80,9.46,33.277
"620542",150,10.37,33.524
"417277",0,14.33,33.414
"256208",0,19.98,33.72
"335778",75,10.64,33.858
"521010",100,10.6,33.317
"259831",51,13.38,33.39
"300835",424,6.34,34.31
"335159",500,6.3,34.306
"410679",300,8.52,34.22
"734051",129,9.96,33.316
"504220",350,6.63,34.18
"297017",300,7.37,34.086
"602171",75,13.19,33.295
"645799",50,12.84,33.48
"236385",539,5.62,34.33
"548222",350,6.78,34.261
"316698",240,7.38,34.08
"684211",50,16.19,33.376
"465631",30,10.99,33.41
"435321",75,9.87,32.816
"288633",70,15.32,33.59
"268309",117,10.4,33.4
"828179",3,13.34,33.104
"519358",20,13.27,32.74
"359023",200,9.52,34.164
"715081",15,17.33,33.147
"711920",125,11.49,33.511
"583235",20,11.56,33.586
"51196",608,5.25,34.29
"683715",99,9.61,33.726
"349037",30,11.25,33.432
"739030",40,11.2,33.671
"570930",67,13.52,32.974
"222264",159,7.76,33.87
"747261",50,13.53,33.103
"552747",483,5.89,34.275
"385655",1000,4.12,34.547
"794275",60,14.22,33.279
"418378",150,9.15,33.95
"782306",60,12.81,33.37
"183873",72,18.33,33.9
"208871",8,13.34,33.58
"56901",250,7.85,33.915
"853364",380,9.09,34.3435
"463508",100,8.88,33.75
"210895",91,12.88,34.92
"319942",115,9.21,33.95
"133047",400,7.87,34.33
"153403",46,11.62,33.33
"734468",150,9.49,33.947
"410945",20,16.25,33.52
"486638",40,11.24,33.63
"849961",400,6.685,34.1244
"57407",75,12.65,33.6
"850452",10,17.546,33.3125
"710861",168,8.99,33.874
"233674",48,17.48,35.21
"629655",200,8.18,34.006
"614572",0,11.13,32.984
"665328",117,9.87,33.788
"22213",75,12.15,33.495
"270725",1,15.84,33.55
"350839",414,7.91,34.456
"717095",0,19.36,33.31
"283902",250,8.88,34.23
"317145",135,9.53,33.62
"680172",10,17.42,33.194
"286956",300,6.96,34.166
"333757",147,8.78,33.889
"320917",112,10.6,33.6
"84996",50,18.27,33.876
"102789",398,6.72,34.32
"201226",50,22.95,35.031
"439804",250,8.3,34.08
"43749",300,7.95,33.99
"482279",500,7.25,34.3
"46610",536,5.9,34.36
"26029",1100,3.94,34.536
"615267",53,15.27,33.364
"858611",500,5.94,34.1622
"818456",2600,1.75,34.65
"636927",0,18.29,33.372
"258212",30,13.74,32.84
"197568",84,12,33.04
"267981",116,10.32,33.75
"715373",60,12.96,33.468
"801276",169,8.72,34.015
"623041",242,7.7,34.149
"157268",364,7.16,34.13
"567895",70,17.06,33.654
"257304",97,11.4,33.08
"712367",150,9.61,33.848
"658902",30,15.76,33.408
"210814",125,12.47,34.852
"185321",125,11.06,33.269
"188997",75,16.67,33.995
"551331",31,16.18,33.321
"553883",27,14.58,33.415
"716466",10,15.25,32.936
"591348",183,8.99,34.113
"390508",125,10.89,33.88
"346293",150,10.32,34.002
"258894",55,11.29,33.75
"793194",169,9.45,33.932
"173752",75,10.23,33.38
"434197",202,11.18,34.55
"331395",200,7.84,33.973
"535121",100,9.56,33.199
"785745",512,6.54,34.32
"824485",20,17.68,33.031
"449802",200,8.43,34.09
"617903",31,14.59,33.463
"717452",64,12.89,33.226
"57661",1200,3.6,34.617
"157150",30,13.99,33.338
"108763",75,13.91,33.277
"687270",437,6.2,34.182
"126679",200,7.66,34.043
"671831",253,7.59,33.977
"145685",125,11.79,33.984
"820790",441,6.5,34.288
"439013",150,10.05,33.653
"489120",900,4.45,34.453
"427965",100,8.77,33.704
"11850",380,6.73,34.07
"249794",100,14.52,33.677
"334353",20,10.96,33.37
"216272",125,10.95,33.415
"594932",43,16.19,33.565
"701939",500,6.34,34.308
"137650",770,4.82,34.4
"536342",29,16.8,33.063
"683114",1,19.46,33.12
"377093",246,7.42,34.131
"795367",100,11.23,33.653
"265409",150,9.12,33.721
"679031",65,15.37,33.365
"199",172,9.73,33.44
"801001",140,9.13,33.964
"583977",75,12.37,33.562
"508922",50,13.4,33.54
"624271",10,18.81,33.392
"130989",20,10.29,33.46
"302947",600,6.33,34.514
"139334",30,15.68,33.425
"197695",98,13.45,33.78
"184131",205,9.1,33.74
"352505",349,6.76,34.059
"464145",400,6.11,34.145
"272127",500,6.88,34.461
"629043",50,14.4,33.096
"51472",181,7.8,34.01
"191590",201,8.36,33.94
"111973",200,10.06,34.387
"754525",319,7.12,34.153
"219898",400,8.37,34.43
"131728",10,18.8,33.55
"589206",553,5.29,34.22
"774623",514,5.77,34.255
"36491",125,11.19,33.751
"389221",125,8.78,34.18
"720409",320,6.82,34.13
"464130",75,10.81,33.56
"281617",483,5.06,34.06
"660143",70,14.82,33.262
"211599",116,12.61,34.78
"209259",125,8.62,33.887
"173029",50,12.84,33.8
"779552",30,13.57,33.157
"111211",300,8.21,34.248
"458600",125,10.53,33.608
"227584",1100,4.08,34.565
"384023",191,10.89,34.421
"284735",263,10.28,34.51
"786149",434,7.43,34.297
"565046",103,11.98,33.557
"203307",0,16.6,33.55
"640481",150,8.58,33.949
"663798",234,8.01,34
"846446",101,10.301,33.5301
"393426",10,17.87,33.476
"511002",450,6.22,34.21
"613992",2,12.49,32.748
"746878",269,8.35,34.22
"63822",0,24.48,34.33
"500030",450,7.41,34.41
"370031",150,9.04,33.967
"232120",0,15.9,33.65
"667596",1,19.8,33.194
"297245",0,19.64,33.69
"65504",249,9.56,34.42
"85514",412,6.61,34.22
"576917",51,13.29,33.167
"222075",378,6.2,34.17
"304021",432,8.12,34.51
"110866",446,6.79,34.29
"709830",500,6.31,34.268
"242189",20,22.25,34.225
"760659",94,10.61,33.132
"792482",300,7.46,34.109
"345945",605,5.63,34.324
"207854",149,8.64,33.91
"851586",50,13.506,33.1778
"563030",200,8.89,34.027
"690718",105,15.07,33.565
"409043",50,14.45,33.3
"503186",75,11.48,33.56
"443633",96,13.11,33.3
"857992",57,15.977,33.3249
"863359",47,15.345,33.378
"530054",194,8.18,34.015
"286856",238,8.59,34.23
"260250",121,9.35,33.77
"553171",393,6.77,34.238
"41827",200,9.04,34.088
"504074",82,11.34,33.577
"584053",500,6.23,34.281
"472618",50,23.24,34.39
"571596",25,13.01,33.104
"491167",550,5.72,34.3
"614521",75,9.23,33.613
"33240",800,4.34,34.428
"683094",100,15.77,33.608
"827985",56,13.44,33.084
"114500",75,10.1,33.143
"743027",100,10.4,33.688
"257802",140,8.5,33.7
"44991",300,7,33.985
"184309",105,9.42,33.72
"824601",19,15.05,33.456
"629569",125,8.92,33.977
"55113",20,11.8,32.94
"807804",300,7.87,34.219
"282931",69,16.08,33.75
"145976",10,15.63,33.49
"412402",20,13.17,33.13
"123883",200,9.17,34.362
"724692",10,17.23,33.599
"441772",500,5.52,34.16
"44944",10,13.35,32.75
"128356",16,16.52,33.35
"129280",200,8.4,33.899
"743303",125,9.84,33.443
"659908",300,7.69,34.025
"342812",115,15.23,33.746
"155116",570,5,34.34
"819658",17,13.91,33.292
"381901",185,9.08,33.828
"470286",10,16.95,33.29
"848774",100,10.135,33.4266
"275332",80,14.99,33.3
"203514",200,15.76,34.47
"763485",105,13.72,33.004
"602602",250,8.03,33.976
"618471",78,14.43,33.228
"176236",800,4.78,34.429
"315248",88,13.55,33.44
"512480",300,7.95,34.28
"664984",86,11.54,33.186
"553178",10,16.74,33.394
"59782",0,19.72,33.17
"283248",68,12.72,33.5
"646734",20,12.78,33.533
"723299",500,6.16,34.296
"26120",889,4.36,34.31
"27445",200,8.83,33.984
"654794",86,10.04,33.214
"590563",103,10.43,33.628
"485330",600,5.89,34.369
"665928",150,11.77,33.707
"123188",373,6.96,34.16
"147700",200,8.33,34.144
"798393",79,12.01,33.393
"537602",250,7.89,34.021
"857160",70,14.642,33.4661
"548245",500,6.01,34.323
"541717",400,7.16,34.263
"395788",136,9.7,33.133
"654144",277,8.09,34.034
"656003",85,9.94,33.61
"793208",2,13.76,33.055
"447837",756,4.89,34.428
"334162",116,8.9,33.848
"425379",30,15.65,33.46
"704757",95,14.96,33.242
"482973",20,14.79,33.4
"844330",10,17.136,33.4871
"795195",267,8.19,34.034
"236900",87,10.06,33.52
"444982",150,8.27,34
"574394",490,6.03,34.26
"654627",217,8.44,33.994
"385970",30,15.02,33.232
"244530",324,7.59,34.31
"547713",50,10.09,33.845
"638228",1000,4.01,34.455
"159809",558,5.94,34.36
"709764",514,5.81,34.19
"861284",170,9.256,33.6714
"340539",150,8.64,33.857
"790907",139,9.7,33.649
"636578",387,6.7,34.254
"387823",75,15.05,33.52
"335356",490,6.11,34.237
"775538",20,17.52,33.356
"128906",0,16.75,33.37
"433450",50,12.14,33.499
"423462",75,10.22,33.71
"594679",75,15.74,33.378
"287399",500,5.67,34.245
"808371",10,17.34,33.375
"161667",114,10.73,33.98
"443052",141,8.01,33.912
"151884",67,16.01,33.75
"785095",198,8.41,34.08
"740078",300,6.75,34.129
"846210",271,8.545,34.157
"9279",125,9.42,33.494
"448308",300,10.39,34.63
"756524",300,7.81,34.238
"333683",250,7.56,34.027
"149436",125,9.03,33.958
"7409",137,15.54,33.78
"604080",271,7.61,34.049
"61712",10,15.53,33.24
"551212",494,6.13,34.297
"297321",20,17.84,33.52
"247848",114,9.88,33.8
"361957",99,9.45,33.723
"727776",164,10.69,33.661
"550337",200,9.11,33.95
"327920",612,5.68,34.396
"560741",199,9.45,33.802
"797677",229,7.97,34.104
"640665",102,9.56,33.704
"762770",60,15.19,32.984
"427958",10,13.43,33.546
"626830",400,6.05,34.152
"336072",602,6.12,34.397
"262572",150,8.53,33.941
"204295",1200,3.56,34.56
"197988",200,11.73,33.801
"525552",29,10.33,33.887
"460476",50,11.04,33.71
"303274",150,13.83,34.686
"194284",1323,3.07,34.58
"22281",150,11.51,33.831
"602729",10,15.89,33.02
"643892",200,9.42,34.163
"573565",157,11.34,33.828
"152231",230,8.14,34.24
"460400",200,8.82,33.86
"304987",564,5.92,34.33
"809378",600,5.24,34.313
"495922",125,13.39,33.78
"809822",75,10.92,33.212
"783557",74,14.35,33.288
"262490",132,9.5,33.86
"847300",50,13.863,32.9518
"403115",400,6.53,34.231
"401935",397,6.4,34.179
"442872",20,16.31,33.48
"452781",125,9.92,34.063
"452907",200,10.18,34.103
"367189",94,15.08,33.8
"143162",0,14.13,33.18
"518671",150,11.65,34.152
"33267",602,5.12,34.33
"494231",10,11.63,33.82
"479686",200,11.43,34.616
"616991",338,7.71,34.21
"488382",20,15.49,33.74
"415428",100,11.78,33.36
"65937",153,9.5,33.98
"137288",769,4.5,34.34
"395723",100,9.79,33.321
"718736",50,13.8,33.46
"532666",250,7.72,34.14
"737181",20,13.69,33.485
"62012",10,13.15,33.19
"125030",10,13.16,32.81
"200437",400,7.61,34.428
"726945",124,14.3,33.916
"230269",82,10.26,33.78
"358765",502,5.77,34.289
"501002",500,5.6,34.24
"705412",50,17.16,33.293
"123515",54,15.9,33.57
"395970",100,8.88,33.953
"133691",236,9.53,34.25
"500090",0,15.61,33.64
"722876",512,5.39,34.188
"493089",500,6.04,34.239
"410138",125,11.54,33.69
"545151",50,10.1,33.835
"124302",10,17.52,33.51
"855343",20,19.561,33.3757
"121536",10,16.92,33.49
"494497",150,8.64,34.2
"592881",50,18.63,33.618
"311617",152,10.51,33.7
"447747",102,10.94,33.618
"232817",50,19.65,34.389
"272568",120,14.26,34.63
"510747",30,14.47,33.58
"556748",276,7.92,34.145
"276278",100,10.13,33.667
"400486",30,18.41,33.865
"403915",300,8.5,34.29
"656047",332,7.49,34.156
"617425",250,8.12,33.968
"758779",150,9.14,33.843
"355850",500,7.89,34.402
